origin,destination,count
"Kuwait","Greece","140"
"Lebanon","Greece","2052"
"Oman","Greece","5"
"Qatar","Greece","1103"
"Saudi Arabia","Greece","426"
"State of Palestine","Greece","1001"
"Syrian Arab Republic","Greece","7044"
"Turkey","Greece","33489"
"United Arab Emirates","Greece","86"
"Yemen","Greece","27"
"Cambodia","Greece","22"
"Indonesia","Greece","443"
"Lao People's Democratic Republic","Greece","41"
"Malaysia","Greece","63"
"Myanmar","Greece","20"
"Philippines","Greece","8470"
"Singapore","Greece","82"
"Thailand","Greece","378"
"Timor-Leste","Greece","217"
"Viet Nam","Greece","210"
"China","Greece","3396"
"Democratic People's Republic of Korea","Greece","34"
"Japan","Greece","509"
"Mongolia","Greece","8"
"Republic of Korea","Greece","211"
"Kazakhstan","Greece","26982"
"Kyrgyzstan","Greece","548"
"Tajikistan","Greece","97"
"Turkmenistan","Greece","116"
"Uzbekistan","Greece","8208"
"Albania","Greece","437356"
"Andorra","Greece","4"
"Bosnia and Herzegovina","Greece","440"
"Croatia","Greece","429"
"Gibraltar","Greece","5"
"Italy","Greece","6303"
"Malta","Greece","90"
"Portugal","Greece","325"
"San Marino","Greece","1"
"Serbia","Greece","4382"
"Slovenia","Greece","130"
"Spain","Greece","1181"
"The former Yugoslav Republic of Macedonia","Greece","2169"
"Austria","Greece","2253"
"Belgium","Greece","5124"
"France","Greece","6695"
"Germany","Greece","114343"
"Liechtenstein","Greece","10"
"Luxembourg","Greece","139"
"Monaco","Greece","45"
"Netherlands","Greece","3746"
"Switzerland","Greece","3698"
"Belarus","Greece","1457"
"Bulgaria","Greece","72893"
"Czech Republic","Greece","4430"
"Hungary","Greece","1728"
"Poland","Greece","15664"
"Republic of Moldova","Greece","10049"
"Romania","Greece","46193"
"Russian Federation","Greece","54192"
"Slovakia","Greece","863"
"Ukraine","Greece","19457"
"Channel Islands","Greece","2"
"Denmark","Greece","901"
"Estonia","Greece","129"
"Faeroe Islands","Greece","1"
"Finland","Greece","771"
"Iceland","Greece","54"
"Ireland","Greece","590"
"Isle of Man","Greece","5"
"Latvia","Greece","352"
"Lithuania","Greece","545"
"Norway","Greece","517"
"Sweden","Greece","5419"
"United Kingdom of Great Britain and Northern Ireland","Greece","17679"
"Algeria","Greece","1102"
"Egypt","Greece","28267"
"Libya","Greece","641"
"Morocco","Greece","2076"
"Sudan","Greece","1855"
"Tunisia","Greece","636"
"Angola","Greece","9"
"Cameroon","Greece","462"
"Central African Republic","Greece","393"
"Chad","Greece","19"
"Congo","Greece","1414"
"Democratic Republic of the Congo","Greece","209"
"Equatorial Guinea","Greece","1"
"Gabon","Greece","8"
"Sao Tome and Principe","Greece","7"
"Benin","Greece","8"
"Burkina Faso","Greece","79"
"Cabo Verde","Greece","14"
"Côte d'Ivoire","Greece","115"
"Gambia","Greece","50"
"Ghana","Greece","597"
"Guinea","Greece","182"
"Liberia","Greece","31"
"Mali","Greece","29"
"Mauritania","Greece","118"
"Niger","Greece","24"
"Nigeria","Greece","2857"
"Saint Helena","Greece","4"
"Senegal","Greece","640"
"Sierra Leone","Greece","175"
"Togo","Greece","14"
"Botswana","Greece","8"
"Namibia","Greece","8"
"South Africa","Greece","6910"
"Swaziland","Greece","22"
"Burundi","Greece","133"
"Comoros","Greece","73"
"Djibouti","Greece","39"
"Eritrea","Greece","280"
"Ethiopia","Greece","2420"
"Kenya","Greece","454"
"Madagascar","Greece","130"
"Mauritius","Greece","38"
"Mozambique","Greece","65"
"Rwanda","Greece","97"
"Seychelles","Greece","24"
"Somalia","Greece","742"
"Uganda","Greece","140"
"United Republic of Tanzania","Greece","395"
"Zambia","Greece","239"
"Zimbabwe","Greece","420"
"French Polynesia","Greece","10"
"Samoa","Greece","449"
"Tuvalu","Greece","11"
"Wallis and Futuna Islands","Greece","1"
"Australia","Greece","20224"
"New Zealand","Greece","491"
"Fiji","Greece","1"
"Papua New Guinea","Greece","4"
"Vanuatu","Greece","71"
"Palau","Greece","188"
"Anguilla","Greece","11"
"Antigua and Barbuda","Greece","29"
"Aruba","Greece","1"
"Bahamas","Greece","23"
"Barbados","Greece","11"
"British Virgin Islands","Greece","1"
"Cuba","Greece","352"
"Dominica","Greece","19"
"Dominican Republic","Greece","566"
"Grenada","Greece","2"
"Haiti","Greece","38"
"Jamaica","Greece","12"
"Montserrat","Greece","78"
"Saint Kitts and Nevis","Greece","2"
"Saint Vincent and the Grenadines","Greece","7"
"Trinidad and Tobago","Greece","18"
"Argentina","Greece","641"
"Bolivia (Plurinational State of)","Greece","23"
"Brazil","Greece","2216"
"Chile","Greece","367"
"Colombia","Greece","399"
"Ecuador","Greece","84"
"Guyana","Greece","11"
"Paraguay","Greece","79"
"Peru","Greece","291"
"Suriname","Greece","9"
"Uruguay","Greece","113"
"Venezuela (Bolivarian Republic of)","Greece","1026"
"Belize","Greece","5"
"Costa Rica","Greece","38"
"El Salvador","Greece","50"
"Guatemala","Greece","30"
"Honduras","Greece","50"
"Mexico","Greece","396"
"Nicaragua","Greece","160"
"Panama","Greece","157"
"Bermuda","Greece","8"
"Canada","Greece","12611"
"Greenland","Greece","3"
"Saint Pierre and Miquelon","Greece","1"
"United States of America","Greece","22839"
"Afghanistan","Italy","6568"
"Bangladesh","Italy","97036"
"Bhutan","Italy","35"
"India","Italy","136403"
"Iran (Islamic Republic of)","Italy","14433"
"Maldives","Italy","34"
"Nepal","Italy","1775"
"Pakistan","Italy","84792"
"Sri Lanka","Italy","85093"
"Armenia","Italy","1256"
"Azerbaijan","Italy","709"
"Bahrain","Italy","50"
"Cyprus","Italy","650"
"Georgia","Italy","12226"
"Iraq","Italy","3889"
"Israel","Italy","3883"
"Jordan","Italy","2991"
"Kuwait","Italy","543"
"Lebanon","Italy","7086"
"Oman","Italy","52"
"Qatar","Italy","80"
"Saudi Arabia","Italy","962"
"State of Palestine","Italy","391"
"Syrian Arab Republic","Italy","6058"
"Turkey","Italy","20491"
"United Arab Emirates","Italy","370"
"Yemen","Italy","263"
"Brunei Darussalam","Italy","32"
"Cambodia","Italy","1322"
"Indonesia","Italy","3159"
"Lao People's Democratic Republic","Italy","260"
"Malaysia","Italy","613"
"Myanmar","Italy","441"
"Philippines","Italy","143457"
"Singapore","Italy","567"
"Thailand","Italy","9866"
"Timor-Leste","Italy","79"
"Viet Nam","Italy","5258"
"China","Italy","200434"
"Democratic People's Republic of Korea","Italy","125"
"Japan","Italy","8285"
"Mongolia","Italy","275"
"Republic of Korea","Italy","3931"
"Kazakhstan","Italy","3851"
"Kyrgyzstan","Italy","1326"
"Tajikistan","Italy","186"
"Turkmenistan","Italy","206"
"Uzbekistan","Italy","2509"
"Albania","Italy","447586"
"Andorra","Italy","130"
"Bosnia and Herzegovina","Italy","11106"
"Croatia","Italy","24709"
"Greece","Italy","17405"
"Holy See","Italy","178"
"Malta","Italy","1928"
"Montenegro","Italy","2285"
"Portugal","Italy","6415"
"San Marino","Italy","1913"
"Serbia","Italy","45581"
"Slovenia","Italy","4699"
"Spain","Italy","31829"
"The former Yugoslav Republic of Macedonia","Italy","73033"
"Austria","Italy","16331"
"Belgium","Italy","46393"
"France","Italy","134403"
"Germany","Italy","220013"
"Liechtenstein","Italy","132"
"Luxembourg","Italy","4799"
"Monaco","Italy","1617"
"Netherlands","Italy","13034"
"Switzerland","Italy","198170"
"Belarus","Italy","32383"
"Bulgaria","Italy","57691"
"Czech Republic","Italy","10403"
"Hungary","Italy","12889"
"Poland","Italy","118641"
"Republic of Moldova","Italy","166819"
"Romania","Italy","1021613"
"Russian Federation","Italy","80750"
"Slovakia","Italy","10996"
"Ukraine","Italy","222241"
"Denmark","Italy","3238"
"Estonia","Italy","1382"
"Finland","Italy","2827"
"Iceland","Italy","207"
"Ireland","Italy","3629"
"Latvia","Italy","3200"
"Lithuania","Italy","5646"
"Norway","Italy","1981"
"Sweden","Italy","6411"
"United Kingdom of Great Britain and Northern Ireland","Italy","64986"
"Algeria","Italy","22471"
"Egypt","Italy","108490"
"Libya","Italy","36222"
"Morocco","Italy","425238"
"Sudan","Italy","2914"
"Tunisia","Italy","107671"
"Angola","Italy","1869"
"Cameroon","Italy","11457"
"Central African Republic","Italy","238"
"Chad","Italy","563"
"Congo","Italy","3385"
"Democratic Republic of the Congo","Italy","6087"
"Equatorial Guinea","Italy","121"
"Gabon","Italy","384"
"Sao Tome and Principe","Italy","74"
"Benin","Italy","2566"
"Burkina Faso","Italy","11657"
"Cabo Verde","Italy","6160"
"Côte d'Ivoire","Italy","25555"
"Gambia","Italy","1515"
"Ghana","Italy","46548"
"Guinea","Italy","3899"
"Guinea-Bissau","Italy","782"
"Liberia","Italy","2006"
"Mali","Italy","4177"
"Mauritania","Italy","677"
"Niger","Italy","1060"
"Nigeria","Italy","56259"
"Senegal","Italy","84815"
"Sierra Leone","Italy","1377"
"Togo","Italy","5152"
"Botswana","Italy","44"
"Lesotho","Italy","31"
"Namibia","Italy","93"
"South Africa","Italy","5657"
"Swaziland","Italy","36"
"Burundi","Italy","1007"
"Comoros","Italy","37"
"Djibouti","Italy","89"
"Eritrea","Italy","13593"
"Ethiopia","Italy","30401"
"Kenya","Italy","3641"
"Madagascar","Italy","2382"
"Malawi","Italy","171"
"Mauritius","Italy","9499"
"Mozambique","Italy","857"
"Rwanda","Italy","778"
"Seychelles","Italy","978"
"Somalia","Italy","11556"
"Uganda","Italy","967"
"United Republic of Tanzania","Italy","1604"
"Zambia","Italy","874"
"Zimbabwe","Italy","881"
"Samoa","Italy","68"
"Tonga","Italy","21"
"Tuvalu","Italy","6"
"Australia","Italy","19850"
"New Zealand","Italy","901"
"Fiji","Italy","44"
"Papua New Guinea","Italy","32"
"Solomon Islands","Italy","4"
"Vanuatu","Italy","23"
"Kiribati","Italy","5"
"Marshall Islands","Italy","5"
"Micronesia (Federated States of)","Italy","13"
"Nauru","Italy","2"
"Palau","Italy","7"
"Antigua and Barbuda","Italy","23"
"Bahamas","Italy","93"
"Barbados","Italy","50"
"Cuba","Italy","33469"
"Dominica","Italy","337"
"Dominican Republic","Italy","42269"
"Grenada","Italy","16"
"Haiti","Italy","703"
"Jamaica","Italy","346"
"Saint Kitts and Nevis","Italy","4"
"Saint Lucia","Italy","22"
"Saint Vincent and the Grenadines","Italy","20"
"Trinidad and Tobago","Italy","167"
"Argentina","Italy","73183"
"Bolivia (Plurinational State of)","Italy","15698"
"Brazil","Italy","104207"
"Chile","Italy","12427"
"Colombia","Italy","39532"
"Ecuador","Italy","88329"
"Guyana","Italy","74"
"Paraguay","Italy","2636"
"Peru","Italy","116038"
"Suriname","Italy","50"
"Uruguay","Italy","7500"
"Venezuela (Bolivarian Republic of)","Italy","48970"
"Belize","Italy","24"
"Costa Rica","Italy","1508"
"El Salvador","Italy","12464"
"Guatemala","Italy","2135"
"Honduras","Italy","2323"
"Mexico","Italy","8827"
"Nicaragua","Italy","1175"
"Panama","Italy","1021"
"Canada","Italy","25540"
"United States of America","Italy","54226"
"Bangladesh","Malta","17"
"India","Malta","307"
"Iran (Islamic Republic of)","Malta","35"
"Pakistan","Malta","213"
"Sri Lanka","Malta","20"
"Armenia","Malta","32"
"Cyprus","Malta","52"
"Georgia","Malta","47"
"Iraq","Malta","96"
"Israel","Malta","13"
"Jordan","Malta","46"
"Kuwait","Malta","67"
"Lebanon","Malta","75"
"Saudi Arabia","Malta","31"
"State of Palestine","Malta","62"
"Syrian Arab Republic","Malta","307"
"Turkey","Malta","268"
"United Arab Emirates","Malta","30"
"Indonesia","Malta","26"
"Malaysia","Malta","46"
"Philippines","Malta","559"
"Singapore","Malta","36"
"Thailand","Malta","125"
"China","Malta","417"
"Japan","Malta","53"
"Uzbekistan","Malta","23"
"Albania","Malta","90"
"Bosnia and Herzegovina","Malta","191"
"Croatia","Malta","85"
"Greece","Malta","90"
"Italy","Malta","1823"
"Portugal","Malta","67"
"Serbia","Malta","643"
"Slovenia","Malta","25"
"Spain","Malta","176"
"The former Yugoslav Republic of Macedonia","Malta","35"
"Austria","Malta","129"
"Belgium","Malta","194"
"France","Malta","502"
"Germany","Malta","1147"
"Netherlands","Malta","496"
"Switzerland","Malta","121"
"Belarus","Malta","33"
"Bulgaria","Malta","1055"
"Czech Republic","Malta","95"
"Hungary","Malta","168"
"Poland","Malta","290"
"Republic of Moldova","Malta","40"
"Romania","Malta","791"
"Russian Federation","Malta","1107"
"Slovakia","Malta","119"
"Ukraine","Malta","336"
"Denmark","Malta","153"
"Finland","Malta","92"
"Ireland","Malta","318"
"Latvia","Malta","90"
"Lithuania","Malta","52"
"Norway","Malta","77"
"Sweden","Malta","543"
"United Kingdom of Great Britain and Northern Ireland","Malta","12046"
"Algeria","Malta","61"
"Egypt","Malta","546"
"Libya","Malta","935"
"Morocco","Malta","260"
"Sudan","Malta","273"
"Tunisia","Malta","376"
"Ghana","Malta","79"
"Niger","Malta","43"
"Nigeria","Malta","397"
"South Africa","Malta","203"
"Eritrea","Malta","610"
"Ethiopia","Malta","400"
"Kenya","Malta","38"
"Somalia","Malta","1210"
"Zimbabwe","Malta","42"
"Australia","Malta","5053"
"New Zealand","Malta","50"
"Trinidad and Tobago","Malta","15"
"Argentina","Malta","12"
"Brazil","Malta","112"
"Peru","Malta","32"
"Canada","Malta","2053"
"United States of America","Malta","1403"
"Turkey","Montenegro","88"
"Albania","Montenegro","2754"
"Bosnia and Herzegovina","Montenegro","34259"
"Croatia","Montenegro","16344"
"Greece","Montenegro","56"
"Italy","Montenegro","209"
"Serbia","Montenegro","17433"
"Slovenia","Montenegro","1617"
"The former Yugoslav Republic of Macedonia","Montenegro","3317"
"Austria","Montenegro","257"
"France","Montenegro","446"
"Germany","Montenegro","1876"
"Luxembourg","Montenegro","100"
"Netherlands","Montenegro","155"
"Switzerland","Montenegro","212"
"Bulgaria","Montenegro","78"
"Czech Republic","Montenegro","120"
"Hungary","Montenegro","47"
"Poland","Montenegro","98"
"Romania","Montenegro","106"
"Russian Federation","Montenegro","925"
"Slovakia","Montenegro","56"
"Ukraine","Montenegro","141"
"Denmark","Montenegro","97"
"Sweden","Montenegro","151"
"United Kingdom of Great Britain and Northern Ireland","Montenegro","103"
"Australia","Montenegro","137"
"Canada","Montenegro","69"
"United States of America","Montenegro","317"
"Bangladesh","Portugal","1424"
"India","Portugal","7561"
"Iran (Islamic Republic of)","Portugal","197"
"Nepal","Portugal","514"
"Pakistan","Portugal","1874"
"Sri Lanka","Portugal","26"
"Armenia","Portugal","97"
"Azerbaijan","Portugal","63"
"Cyprus","Portugal","29"
"Georgia","Portugal","1036"
"Iraq","Portugal","41"
"Israel","Portugal","329"
"Jordan","Portugal","28"
"Lebanon","Portugal","71"
"Syrian Arab Republic","Portugal","26"
"Turkey","Portugal","287"
"Indonesia","Portugal","240"
"Malaysia","Portugal","48"
"Philippines","Portugal","459"
"Singapore","Portugal","28"
"Thailand","Portugal","264"
"Timor-Leste","Portugal","1663"
"Viet Nam","Portugal","52"
"China","Portugal","10128"
"China, Hong Kong Special Administrative Region","Portugal","128"
"China, Macao Special Administrative Region","Portugal","1932"
"Democratic People's Republic of Korea","Portugal","71"
"Japan","Portugal","300"
"Republic of Korea","Portugal","125"
"Kazakhstan","Portugal","845"
"Uzbekistan","Portugal","851"
"Albania","Portugal","49"
"Andorra","Portugal","361"
"Bosnia and Herzegovina","Portugal","41"
"Croatia","Portugal","79"
"Greece","Portugal","181"
"Italy","Portugal","2640"
"Malta","Portugal","42"
"Montenegro","Portugal","75"
"Serbia","Portugal","50"
"Slovenia","Portugal","54"
"Spain","Portugal","15339"
"The former Yugoslav Republic of Macedonia","Portugal","264"
"Austria","Portugal","488"
"Belgium","Portugal","3312"
"France","Portugal","87899"
"Germany","Portugal","26048"
"Liechtenstein","Portugal","196"
"Luxembourg","Portugal","3801"
"Netherlands","Portugal","3834"
"Switzerland","Portugal","15668"
"Belarus","Portugal","916"
"Bulgaria","Portugal","5014"
"Czech Republic","Portugal","240"
"Hungary","Portugal","386"
"Poland","Portugal","943"
"Republic of Moldova","Portugal","19098"
"Romania","Portugal","22038"
"Russian Federation","Portugal","5494"
"Slovakia","Portugal","90"
"Ukraine","Portugal","45051"
"Denmark","Portugal","383"
"Estonia","Portugal","124"
"Finland","Portugal","324"
"Iceland","Portugal","28"
"Ireland","Portugal","1512"
"Latvia","Portugal","200"
"Lithuania","Portugal","353"
"Norway","Portugal","321"
"Sweden","Portugal","778"
"United Kingdom of Great Britain and Northern Ireland","Portugal","17798"
"Algeria","Portugal","223"
"Egypt","Portugal","407"
"Libya","Portugal","28"
"Morocco","Portugal","1906"
"Tunisia","Portugal","133"
"Angola","Portugal","151273"
"Cameroon","Portugal","71"
"Congo","Portugal","459"
"Democratic Republic of the Congo","Portugal","1759"
"Equatorial Guinea","Portugal","214"
"Gabon","Portugal","548"
"Sao Tome and Principe","Portugal","17345"
"Benin","Portugal","32"
"Cabo Verde","Portugal","57636"
"Côte d'Ivoire","Portugal","126"
"Gambia","Portugal","111"
"Ghana","Portugal","186"
"Guinea","Portugal","4357"
"Guinea-Bissau","Portugal","27517"
"Liberia","Portugal","28"
"Mali","Portugal","110"
"Mauritania","Portugal","39"
"Nigeria","Portugal","257"
"Senegal","Portugal","2012"
"Sierra Leone","Portugal","52"
"Togo","Portugal","72"
"South Africa","Portugal","10677"
"Swaziland","Portugal","560"
"Ethiopia","Portugal","30"
"Kenya","Portugal","98"
"Madagascar","Portugal","26"
"Malawi","Portugal","443"
"Mozambique","Portugal","67991"
"Uganda","Portugal","27"
"United Republic of Tanzania","Portugal","66"
"Zimbabwe","Portugal","1109"
"Australia","Portugal","1164"
"New Zealand","Portugal","43"
"Cuba","Portugal","1570"
"Dominican Republic","Portugal","64"
"Jamaica","Portugal","26"
"Argentina","Portugal","1278"
"Bolivia (Plurinational State of)","Portugal","207"
"Brazil","Portugal","129968"
"Chile","Portugal","188"
"Colombia","Portugal","624"
"Ecuador","Portugal","433"
"Paraguay","Portugal","52"
"Peru","Portugal","276"
"Uruguay","Portugal","218"
"Venezuela (Bolivarian Republic of)","Portugal","23404"
"El Salvador","Portugal","83"
"Guatemala","Portugal","30"
"Mexico","Portugal","256"
"Panama","Portugal","34"
"Canada","Portugal","7044"
"United States of America","Portugal","6736"
"Albania","San Marino","31"
"Italy","San Marino","4143"
"France","San Marino","20"
"Poland","San Marino","26"
"Romania","San Marino","120"
"Russian Federation","San Marino","46"
"Ukraine","San Marino","60"
"Argentina","San Marino","69"
"Brazil","San Marino","25"
"India","Serbia","295"
"Iran (Islamic Republic of)","Serbia","65"
"Armenia","Serbia","158"
"Cyprus","Serbia","173"
"Georgia","Serbia","48"
"Iraq","Serbia","176"
"Israel","Serbia","109"
"Jordan","Serbia","99"
"Kuwait","Serbia","67"
"Lebanon","Serbia","45"
"State of Palestine","Serbia","76"
"Syrian Arab Republic","Serbia","123"
"Turkey","Serbia","388"
"United Arab Emirates","Serbia","24"
"Indonesia","Serbia","32"
"Philippines","Serbia","43"
"China","Serbia","1763"
"Japan","Serbia","39"
"Republic of Korea","Serbia","26"
"Kazakhstan","Serbia","97"
"Turkmenistan","Serbia","29"
"Uzbekistan","Serbia","80"
"Albania","Serbia","467"
"Bosnia and Herzegovina","Serbia","335992"
"Croatia","Serbia","283247"
"Greece","Serbia","914"
"Italy","Serbia","1923"
"Malta","Serbia","53"
"Montenegro","Serbia","71224"
"Portugal","Serbia","39"
"Slovenia","Serbia","10930"
"Spain","Serbia","158"
"The former Yugoslav Republic of Macedonia","Serbia","46737"
"Austria","Serbia","6998"
"Belgium","Serbia","217"
"France","Serbia","5388"
"Germany","Serbia","16083"
"Luxembourg","Serbia","90"
"Netherlands","Serbia","752"
"Switzerland","Serbia","2856"
"Belarus","Serbia","134"
"Bulgaria","Serbia","1134"
"Czech Republic","Serbia","514"
"Hungary","Serbia","1800"
"Poland","Serbia","664"
"Republic of Moldova","Serbia","230"
"Romania","Serbia","3607"
"Russian Federation","Serbia","2944"
"Slovakia","Serbia","476"
"Ukraine","Serbia","1274"
"Denmark","Serbia","183"
"Finland","Serbia","34"
"Ireland","Serbia","52"
"Lithuania","Serbia","28"
"Norway","Serbia","138"
"Sweden","Serbia","1191"
"United Kingdom of Great Britain and Northern Ireland","Serbia","647"
"Algeria","Serbia","53"
"Egypt","Serbia","77"
"Libya","Serbia","374"
"Morocco","Serbia","33"
"Tunisia","Serbia","40"
"Ghana","Serbia","29"
"South Africa","Serbia","141"
"Zambia","Serbia","57"
"Zimbabwe","Serbia","28"
"Australia","Serbia","675"
"New Zealand","Serbia","24"
"Cuba","Serbia","29"
"Argentina","Serbia","49"
"Brazil","Serbia","85"
"Peru","Serbia","49"
"Venezuela (Bolivarian Republic of)","Serbia","37"
"Mexico","Serbia","26"
"Canada","Serbia","612"
"United States of America","Serbia","1286"
"Afghanistan","Slovenia","25"
"India","Slovenia","143"
"Iran (Islamic Republic of)","Slovenia","77"
"Pakistan","Slovenia","23"
"Iraq","Slovenia","62"
"Israel","Slovenia","34"
"Jordan","Slovenia","63"
"Lebanon","Slovenia","25"
"Syrian Arab Republic","Slovenia","52"
"Turkey","Slovenia","108"
"Indonesia","Slovenia","45"
"Philippines","Slovenia","112"
"Thailand","Slovenia","225"
"China","Slovenia","908"
"Japan","Slovenia","90"
"Republic of Korea","Slovenia","26"
"Kazakhstan","Slovenia","81"
"Uzbekistan","Slovenia","28"
"Albania","Slovenia","152"
"Bosnia and Herzegovina","Slovenia","105313"
"Croatia","Slovenia","49719"
"Greece","Slovenia","98"
"Italy","Slovenia","3665"
"Montenegro","Slovenia","2974"
"Portugal","Slovenia","54"
"Serbia","Slovenia","28334"
"Spain","Slovenia","477"
"The former Yugoslav Republic of Macedonia","Slovenia","16510"
"Austria","Slovenia","3052"
"Belgium","Slovenia","314"
"France","Slovenia","1267"
"Germany","Slovenia","8124"
"Luxembourg","Slovenia","42"
"Netherlands","Slovenia","336"
"Switzerland","Slovenia","1054"
"Belarus","Slovenia","149"
"Bulgaria","Slovenia","1210"
"Czech Republic","Slovenia","388"
"Hungary","Slovenia","417"
"Poland","Slovenia","424"
"Republic of Moldova","Slovenia","342"
"Romania","Slovenia","524"
"Russian Federation","Slovenia","1785"
"Slovakia","Slovenia","605"
"Ukraine","Slovenia","1764"
"Denmark","Slovenia","54"
"Estonia","Slovenia","25"
"Finland","Slovenia","35"
"Ireland","Slovenia","43"
"Latvia","Slovenia","35"
"Lithuania","Slovenia","34"
"Sweden","Slovenia","353"
"United Kingdom of Great Britain and Northern Ireland","Slovenia","578"
"Algeria","Slovenia","30"
"Egypt","Slovenia","107"
"Libya","Slovenia","38"
"Morocco","Slovenia","23"
"Sudan","Slovenia","22"
"Tunisia","Slovenia","50"
"Cameroon","Slovenia","20"
"Central African Republic","Slovenia","36"
"Ghana","Slovenia","35"
"Nigeria","Slovenia","48"
"South Africa","Slovenia","43"
"Kenya","Slovenia","26"
"Australia","Slovenia","401"
"New Zealand","Slovenia","24"
"Cuba","Slovenia","70"
"Dominican Republic","Slovenia","169"
"Argentina","Slovenia","437"
"Brazil","Slovenia","121"
"Chile","Slovenia","28"
"Colombia","Slovenia","38"
"Peru","Slovenia","47"
"Venezuela (Bolivarian Republic of)","Slovenia","50"
"Mexico","Slovenia","68"
"Canada","Slovenia","418"
"United States of America","Slovenia","741"
"Afghanistan","Spain","458"
"Bangladesh","Spain","10033"
"India","Spain","33483"
"Iran (Islamic Republic of)","Spain","5888"
"Nepal","Spain","3136"
"Pakistan","Spain","56116"
"Sri Lanka","Spain","628"
"Armenia","Spain","9516"
"Azerbaijan","Spain","616"
"Bahrain","Spain","56"
"Cyprus","Spain","366"
"Georgia","Spain","8760"
"Iraq","Spain","1829"
"Israel","Spain","2858"
"Jordan","Spain","2261"
"Kuwait","Spain","483"
"Lebanon","Spain","3341"
"Oman","Spain","51"
"Qatar","Spain","91"
"Saudi Arabia","Spain","845"
"Syrian Arab Republic","Spain","5910"
"Turkey","Spain","3969"
"United Arab Emirates","Spain","326"
"Yemen","Spain","139"
"Brunei Darussalam","Spain","22"
"Cambodia","Spain","95"
"Indonesia","Spain","1937"
"Lao People's Democratic Republic","Spain","188"
"Malaysia","Spain","602"
"Myanmar","Spain","87"
"Philippines","Spain","41334"
"Singapore","Spain","503"
"Thailand","Spain","2084"
"Viet Nam","Spain","1634"
"China","Spain","152904"
"Democratic People's Republic of Korea","Spain","115"
"Japan","Spain","6128"
"Mongolia","Spain","419"
"Republic of Korea","Spain","4189"
"Kazakhstan","Spain","1797"
"Kyrgyzstan","Spain","333"
"Tajikistan","Spain","84"
"Turkmenistan","Spain","60"
"Uzbekistan","Spain","642"
"Albania","Spain","1938"
"Andorra","Spain","5900"
"Bosnia and Herzegovina","Spain","2119"
"Croatia","Spain","1684"
"Greece","Spain","3982"
"Italy","Spain","100304"
"Malta","Spain","312"
"Montenegro","Spain","167"
"Portugal","Spain","114661"
"San Marino","Spain","37"
"Serbia","Spain","3900"
"Slovenia","Spain","1312"
"The former Yugoslav Republic of Macedonia","Spain","627"
"Austria","Spain","8844"
"Belgium","Spain","43052"
"France","Spain","201769"
"Germany","Spain","200870"
"Liechtenstein","Spain","115"
"Luxembourg","Spain","1425"
"Monaco","Spain","235"
"Netherlands","Spain","46181"
"Switzerland","Spain","61401"
"Belarus","Spain","3886"
"Bulgaria","Spain","130116"
"Czech Republic","Spain","8548"
"Hungary","Spain","9297"
"Poland","Spain","64960"
"Republic of Moldova","Spain","16350"
"Romania","Spain","658132"
"Russian Federation","Spain","73266"
"Slovakia","Spain","7297"
"Ukraine","Spain","77420"
"Denmark","Spain","11269"
"Estonia","Spain","1875"
"Finland","Spain","11803"
"Iceland","Spain","1122"
"Ireland","Spain","14651"
"Latvia","Spain","3987"
"Lithuania","Spain","16837"
"Norway","Spain","15960"
"Sweden","Spain","19056"
"United Kingdom of Great Britain and Northern Ireland","Spain","308821"
"Algeria","Spain","55306"
"Egypt","Spain","4128"
"Libya","Spain","966"
"Morocco","Spain","699800"
"Sudan","Spain","389"
"Tunisia","Spain","2734"
"Angola","Spain","3553"
"Cameroon","Spain","5178"
"Central African Republic","Spain","162"
"Chad","Spain","122"
"Congo","Spain","2105"
"Democratic Republic of the Congo","Spain","1468"
"Equatorial Guinea","Spain","18841"
"Gabon","Spain","278"
"Sao Tome and Principe","Spain","189"
"Benin","Spain","398"
"Burkina Faso","Spain","1147"
"Cabo Verde","Spain","4445"
"Côte d'Ivoire","Spain","2958"
"Gambia","Spain","16954"
"Ghana","Spain","12033"
"Guinea","Spain","9698"
"Guinea-Bissau","Spain","5369"
"Liberia","Spain","819"
"Mali","Spain","17771"
"Mauritania","Spain","8606"
"Niger","Spain","280"
"Nigeria","Spain","30995"
"Senegal","Spain","49383"
"Sierra Leone","Spain","1025"
"Togo","Spain","508"
"Namibia","Spain","126"
"South Africa","Spain","2829"
"Burundi","Spain","107"
"Djibouti","Spain","21"
"Eritrea","Spain","137"
"Ethiopia","Spain","3713"
"Kenya","Spain","1555"
"Madagascar","Spain","462"
"Malawi","Spain","65"
"Mauritius","Spain","241"
"Mozambique","Spain","1197"
"Rwanda","Spain","283"
"Seychelles","Spain","40"
"Somalia","Spain","272"
"Uganda","Spain","211"
"United Republic of Tanzania","Spain","360"
"Zambia","Spain","148"
"Zimbabwe","Spain","335"
"Tuvalu","Spain","34"
"Australia","Spain","5990"
"New Zealand","Spain","1026"
"Fiji","Spain","30"
"Papua New Guinea","Spain","27"
"Micronesia (Federated States of)","Spain","73"
"Bahamas","Spain","58"
"Barbados","Spain","43"
"Cuba","Spain","125263"
"Dominica","Spain","966"
"Dominican Republic","Spain","151369"
"Grenada","Spain","622"
"Haiti","Spain","723"
"Jamaica","Spain","282"
"Saint Lucia","Spain","45"
"Trinidad and Tobago","Spain","206"
